GET_IMAGES;TITLE;BRAND;CAT_1;CAT_2;CAT_3;CAT_4;CAT_5;PRICE;REC_PRICE;ART_NO;EAN_NO;STOCK;DESC_TEXT;DESC_HTML;IMG_URL_1;IMG_URL_2;IMG_URL_3;IMG_URL_4;IMG_URL_5;IMG_URL_6;IMG_URL_7;IMG_URL_8;IMG_URL_9;IMG_URL_10;IMG_FILENAME_BASE;IMG_FILENAME_1;IMG_FILENAME_2;IMG_FILENAME_3;IMG_FILENAME_4;IMG_FILENAME_5;IMG_FILENAME_6;IMG_FILENAME_7;IMG_FILENAME_8;IMG_FILENAME_9;IMG_FILENAME_10;PROD_LINK
N;Spjut CHSTALL060 10-pack Svart;CHAMPION;Champion;Butiksställ;;;;79,00 kr;;Art. nr: CHSPJUT010;7391091855338;Åter i lager 2020-04-28;Extra spjut till CHSTALL060, säljs i 10-pack.- 20 cm- Metall- Säljs i 10-pack;<p>Extra spjut till CHSTALL060, säljs i 10-pack.</p><p>- 20 cm<br>- Metall<br>- Säljs i 10-pack</p>;https://order.se/thumb/54233/1024x0/3a2fd6e8797a002b41584c4fb5954a99.jpg;;;;;;;;;;Spjut_CHSTALL060_10pack_Svart;Spjut_CHSTALL060_10pack_Svart_1;;;;;;;;;;https://order.se/spjut-chstall060-10-pack-svart-chspjut010/
